0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.99981,0.99983,0.99978,0.9999,0.99989,0.99951,0.99816,0.99586,0.9945,0.99526
0,0,2,1,0.99997,0.99996,0.99999,0.99998,0.99977,0.99944,0.99932,0.99991,0.99971
0,0,3,1,0.99997,0.99996,0.99999,0.99999,0.99978,0.99944,0.99937,0.99991,0.99984
0,0,4,1,0.99997,0.99996,1,0.99999,0.99978,0.99948,0.99941,0.99995,0.99993
0,0,5,1,0.99997,0.99996,1,1,0.99978,0.9995,0.99941,0.99995,0.99996
0,1,3,1,0.99997,0.99996,1,1,0.99986,0.99953,0.99944,0.99997,0.99998
0,2,3,1,0.99997,0.99996,1,1,0.99989,0.99956,0.99949,0.99997,0.99998
0,3,3,1,0.99997,0.99996,1,1,0.99993,0.99956,0.9995,0.99997,0.99998
0,4,3,1,0.99997,0.99997,1,1,0.99994,0.99956,0.9995,0.99998,0.99999
0,5,3,1,0.99997,0.99997,1,1,0.99995,0.99956,0.99951,0.99998,0.99999
0,6,3,1,0.99998,0.99997,1,1,0.99995,0.99956,0.99951,0.99998,0.99999
0,7,3,1,0.99998,0.99997,1,1,0.99995,0.99957,0.99951,0.99998,0.99999
